source_id,ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,dist,dist_error,pm_scalar,pm_scalar_error,rad_v,rad_v_error,finra,findec,findist,tang_v,true_v,radial_velocity
3.30E+18,61.85265573,0.121063608,10.74058243,0.071312718,119.5152759,0.299564105,-7.95520997,0.170670553,21.31261665,0.135569605,16.240068,18.378872,14.879078,46.9205643,7376.28467,0.119779742,0.180329798,42.88507356,1.5055251,95.05134348,8.530801885,90.75061045,26.63943078,50.48553066,42.88507356
3.41E+18,74.86535541,0.060363574,19.34359374,0.044390119,79.46299761,0.114862165,-41.15075954,0.071823805,21.32840051,0.075819365,14.268033,15.936241,13.019988,46.88584123,13189.24254,0.089486049,0.025324886,32.0152286,0.283026064,96.9384103,7.912827203,79.60652539,19.88728001,37.68923943,32.0152286
3.31E+18,67.30192162,0.041851339,15.27380724,0.020405153,103.4380119,0.100264509,-22.13975802,0.057364626,21.33234254,0.048269527,11.552275,12.558351,10.5933895,46.87717713,20717.00431,0.105780864,0.0261522,37.83799553,0.247240329,96.0347027,9.123874452,85.5489329,23.50427734,44.54396659,37.83799553
3.31E+18,65.15177677,0.210487177,15.09536165,0.120405701,109.0378934,0.528984314,-21.30727414,0.300969945,21.33908304,0.246401745,5.179711,5.326111,5.018337,46.86236977,4058.412816,0.111100235,0.13442922,39.72819033,1.21003652,95.44008049,9.176674385,87.46597078,24.67843211,46.76915777,39.72819033
3.31E+18,68.77366688,0.044505386,13.17359637,0.02490078,100.5527717,0.100272567,-16.74501577,0.064760264,21.33972258,0.051576483,13.729072,15.358678,12.487358,46.86096533,19388.6815,0.101937508,0.039180197,36.4506101,0.384362658,96.70499236,8.522203098,84.11476463,22.64245865,42.91069692,36.4506101
3.31E+18,67.65615114,0.109878899,13.72431946,0.062422411,106.8710223,0.274275814,-19.35427816,0.172163543,21.34703531,0.125088362,5.326475,5.4836016,5.123664,46.84491245,7994.348847,0.108609408,0.085243035,38.82303095,0.784880541,97.34254622,8.348131081,86.52340888,24.11616349,45.70357835,38.82303095
4.52E+16,62.49038269,0.125253384,15.41688665,0.068984949,118.5917483,0.259479659,-21.99562786,0.166504093,21.35077322,0.128336813,14.607817,16.44443,13.309125,46.83671124,7791.996515,0.120614304,0.065330084,43.10669922,0.54167793,95.43253501,9.306990018,90.89326657,26.77710062,50.7464347,43.10669922
3.31E+18,67.66250081,0.122825405,15.69177303,0.067190222,103.4274889,0.24548955,-24.49477125,0.175025447,21.35578594,0.138873266,5.4101787,5.5468116,5.225123,46.82571753,7200.809978,0.106288472,0.07083859,37.97783163,0.666506543,96.39235882,8.887669908,85.64039068,23.59114099,44.70858563,37.97783163
3.31E+18,67.25110103,0.073459647,16.34621765,0.031010091,104.8749013,0.195878953,-27.37962279,0.09437875,21.37368768,0.082488589,13.095269,14.5612545,11.915406,46.78649818,12122.88887,0.108389984,0.036170596,38.69628331,0.333730235,96.38301806,8.740766873,86.3354541,24.03743016,45.55436742,38.69628331
3.31E+18,68.10735463,0.04313645,13.11315311,0.020010135,103.9053545,0.120885248,-18.4775446,0.054464149,21.37416481,0.045224346,10.509224,11.330861,9.642737,46.78545379,22111.98389,0.105535503,0.030026674,37.67636452,0.284525145,96.96995311,7.980501836,85.292017,23.40387508,44.35368995,37.67636452
3.31E+18,66.5798152,0.122041948,17.05047865,0.050472579,101.2787459,0.232664927,-28.26991584,0.153523741,21.37847738,0.134905285,16.36453,18.561312,14.976042,46.776016,7412.608025,0.105150238,0.056077393,37.53125171,0.533344666,94.71280016,9.197724249,85.13426884,23.31373363,44.18285902,37.53125171
3.31E+18,68.48678695,0.051426375,16.86894089,0.025476045,101.6112793,0.143812802,-28.32773058,0.079131469,21.37936003,0.062201117,13.766591,15.318803,12.556113,46.77408485,16076.88159,0.105486077,0.029686513,37.64956824,0.281440928,96.71214232,9.000126844,85.25326132,23.38722972,44.32214461,37.64956824
3.41E+18,68.96715914,0.315931027,19.79569923,0.164402976,94.67241422,0.659469991,-39.1776125,0.416447254,21.38412806,0.390059834,13.8327,15.520947,12.565377,46.7636556,2563.709238,0.102458535,0.124038456,36.56083908,1.210758432,95.26505198,8.913029092,84.13011276,22.71093089,43.04046161,36.56083908
3.31E+18,64.99097818,0.627501584,14.04467953,0.585126312,116.056711,1.771133222,-22.85619554,1.598202743,21.39278864,0.7168736,12.722458,14.205729,11.524632,46.74472398,1394.946055,0.118285949,0.60506121,42.19153444,5.115351366,97.22895345,7.695736321,89.86594888,26.20861684,49.66907664,42.19153444
3.41E+18,72.70775138,0.086618703,18.14104031,0.054712311,88.75661965,0.16626151,-35.44319635,0.098625654,21.40443077,0.094502127,16.39269,18.59612,15.010138,46.71929896,10581.77238,0.095571741,0.035098357,34.07103885,0.367272718,97.36236795,8.29570799,81.54109315,21.16431209,40.10939783,34.07103885
3.29E+18,68.48627878,0.571197424,5.623236912,0.280718253,107.9012893,1.055446039,6.58503679,0.67048861,21.45221413,0.744229561,19.994263,20.765886,18.299635,46.61523486,1343.671433,0.10810204,0.946224441,38.45221169,8.753136179,98.45885914,7.452413798,85.91474103,23.88581729,45.26703935,38.45221169
3.31E+18,68.48158209,0.056849492,18.38062489,0.027664892,103.529252,0.133715593,-32.41717617,0.072484409,21.45798696,0.072272167,14.997765,16.776814,13.717543,46.602694,13836.58521,0.108485849,0.023802264,38.57835218,0.219430173,97.23970764,9.375853732,86.03112017,23.96417348,45.41553553,38.57835218
1.46E+17,66.34283717,0.296569124,22.29367965,0.214670126,101.0284997,0.943074947,-44.47316717,0.737071853,21.48705018,0.364407892,4.1130867,4.2604294,4.061242,46.53965954,2744.177671,0.110383968,0.172320678,39.20024336,1.561194528,94.40630931,9.940022107,86.60368027,24.35048101,46.14764355,39.20024336
4.80E+16,66.23849795,0.177865221,19.04185949,0.115203015,103.5350461,0.380728922,-34.48574638,0.317092321,21.53365494,0.211469444,5.8676805,6.0846605,5.560669,46.43893491,4728.815565,0.109127322,0.09074671,38.6701013,0.831625261,94.99823298,9.462485499,85.9611319,24.02116637,45.52354521,38.6701013
4.76E+16,64.50816887,0.072670052,18.25666999,0.035883012,114.7080141,0.166242079,-32.21424278,0.091366997,21.56079557,0.071131607,7.354803,7.722865,6.872222,46.38047778,14058.44798,0.11914565,0.026732432,42.16702582,0.224391931,96.37150613,9.308269214,89.47665402,26.19339253,49.6402244,42.16702582
4.58E+16,64.00657915,0.067792529,16.98296836,0.038573368,117.265033,0.147099922,-30.16699548,0.099651825,21.60409041,0.080316728,13.78012,15.384231,12.551669,46.28753078,12450.70648,0.121083176,0.029182425,42.7668614,0.241040069,96.58019942,8.603247396,89.99675997,26.56599952,50.34636794,42.7668614
3.31E+18,66.02450502,0.190904978,17.44398973,0.11480246,110.7658212,0.477405193,-33.16823293,0.353062106,21.66971159,0.20852098,4.724478,4.8522983,4.628136,46.14736083,4795.680518,0.115625252,0.099321394,40.71543883,0.859047865,96.79278867,8.230591689,87.75996436,25.29169299,47.93137483,40.71543883
3.31E+18,68.44479677,0.040298394,13.25180937,0.021778786,102.7610307,0.092005763,-17.74422982,0.057125631,21.69370183,0.046520782,6.5009675,6.744291,6.1633453,46.09632823,21495.76933,0.104281768,0.032043698,36.68041823,0.307287448,96.98952751,8.322856645,83.58499947,22.78521129,43.18123359,36.68041823
3.31E+18,66.7771611,0.117188504,16.43009546,0.048525998,107.9802426,0.241002119,-25.08633721,0.141084318,21.69725433,0.127816217,16.561577,18.827927,15.154725,46.08878085,7823.733358,0.11085602,0.054581064,38.98648326,0.492395188,96.77167294,9.461668455,85.93433127,24.21769711,45.89599906,38.98648326
3.29E+18,73.65782557,0.048631407,9.409053717,0.029512943,82.8220579,0.100241795,-8.331648253,0.057921997,21.71368165,0.060871722,14.656556,16.415787,13.382226,46.05391275,16427.98927,0.083240072,0.084774263,29.2522006,1.01843478,96.66395277,7.09470698,75.95068559,18.17093707,34.43652412,29.2522006
3.31E+18,70.09991489,0.049130604,13.97932153,0.027105167,95.27612981,0.109677951,-20.68711378,0.051192374,21.7320937,0.056308616,14.931985,14.809712,15.006029,46.01489455,17759.27161,0.097496141,0.027993446,34.23303621,0.28713532,96.5655065,8.232901032,81.00225571,21.26494191,40.30010574,34.23303621
3.31E+18,67.81617241,0.122496725,10.70423842,0.051615206,103.0184958,0.322939278,-10.89109595,0.165907928,21.74595545,0.173142026,13.631172,15.349691,12.366208,45.9855628,5775.605267,0.103592598,0.150131885,36.35045013,1.449274885,96.43242125,7.678933994,83.1369951,22.58024108,42.79278575,36.35045013
3.31E+18,71.03542361,0.055307951,14.71479455,0.031588286,91.44656883,0.148893511,-25.14791828,0.073788028,21.83056052,0.079744717,15.490333,17.409155,14.166882,45.8073442,12540.01566,0.094841408,0.035381624,33.15069732,0.373078815,96.43724829,7.72926169,79.68851714,20.5926126,39.02594555,33.15069732
3.31E+18,70.43858908,0.427243371,14.89940716,0.254923809,98.29157227,0.972669075,-22.57735437,0.511420538,21.85052058,0.589580051,19.563677,21.344698,17.901684,45.76550003,1696.122517,0.100851228,0.245104947,35.21915737,2.430511338,97.7418036,8.627919831,81.76071152,21.87750251,41.46099567,35.21915737
3.31E+18,65.51516392,0.125971167,14.07710623,0.083127534,113.7562244,0.288861144,-21.59893753,0.211107678,21.8528476,0.145085002,5.6299763,5.812982,5.3935313,45.76062665,6892.51117,0.115788569,0.08721462,40.43125382,0.753252317,97.11411513,8.077401365,87.08278315,25.11516241,47.59682414,40.43125382
4.73E+16,64.53805656,0.071762618,17.41613399,0.042063655,113.2120696,0.149989657,-27.98450273,0.110690415,21.87511476,0.085874068,14.729224,16.462358,13.459161,45.7140459,11644.95898,0.116619488,0.035769321,40.67994456,0.306743332,95.98585366,9.642661013,87.29037303,25.26964459,47.88958996,40.67994456
3.41E+18,73.09166802,0.110710344,17.17405964,0.061259406,87.26936344,0.216552616,-34.37124172,0.112611126,21.91472969,0.111905889,15.6882925,17.667559,14.35284,45.63140929,8936.080199,0.093794051,0.043818949,32.65868824,0.467210514,97.33315786,7.626492494,79.00973173,20.28698548,38.44673845,32.65868824
3.83E+16,59.56042373,0.098684018,12.6279707,0.055217648,129.4354472,0.261159481,-12.30986536,0.137580394,21.9461482,0.102519051,15.111156,17.014067,13.799521,45.56608252,9754.284619,0.13001949,0.087349208,45.20741879,0.671832504,95.51471462,9.208563653,91.76964678,28.08202956,53.21946165,45.20741879
3.41E+18,68.80694833,0.174797503,20.13348766,0.088702462,101.2786438,0.405987169,-42.77104655,0.237115502,21.9475498,0.197194204,17.764841,20.341301,16.232841,45.56317262,5071.142962,0.109939648,0.062227572,38.22327173,0.566087054,96.93990494,8.252641399,84.62869414,23.74360393,44.9975247,38.22327173
3.31E+18,67.9365678,0.068884553,15.63015429,0.027799995,105.0758511,0.136879817,-31.64185596,0.082009271,21.95457238,0.07581221,13.458199,14.954386,12.249069,45.54859839,13190.48734,0.109736692,0.026433772,38.14050521,0.240908376,97.12430422,6.840749857,84.52952963,23.69219087,44.9000896,38.14050521
3.31E+18,66.77787532,0.109766488,16.42958363,0.046820594,108.9930058,0.240246781,-26.29464401,0.135662056,21.96150213,0.114728301,16.63398,18.992195,15.210461,45.53422595,8716.245196,0.112119952,0.050039665,38.95654398,0.446335304,97.05371028,9.125515852,85.34917737,24.19909937,45.86075369,38.95654398
3.31E+18,64.99094773,0.175276352,14.03512232,0.102897896,115.3845278,0.525144048,-19.29941708,0.308802147,21.97475518,0.17876341,5.497301,5.6599345,5.2718267,45.50676409,5593.985934,0.116987421,0.142197265,40.62325165,1.21551914,97.04220544,8.674173128,87.02514909,25.23442798,47.82284946,40.62325165
3.41E+18,73.68419963,0.057606971,19.68072458,0.033595818,88.41047792,0.120114699,-40.38738705,0.062640774,21.97996511,0.062588903,12.842712,14.196183,11.706442,45.49597759,15977.27317,0.097198527,0.021213198,33.74366453,0.218264663,98.24266572,8.462005954,79.98318378,20.9609531,39.72400346,33.74366453
3.31E+18,68.4696179,0.08211555,14.85076528,0.037817422,101.7908524,0.149547607,-25.50209572,0.101570586,21.99007625,0.096420661,15.2252445,16.94828,13.905549,45.47505832,10371.22118,0.104936812,0.040454465,36.41335467,0.385537551,96.74485467,7.766849799,82.69078126,22.61931624,42.86683877,36.41335467
3.30E+18,64.04577979,0.103691896,11.53370172,0.068823336,116.7618099,0.215545561,-11.90347213,0.175756055,21.9985166,0.123726592,15.855219,17.886698,14.500596,45.45761055,8082.336919,0.117367001,0.12678233,40.71103758,1.080235907,96.47961589,8.227181683,87.06571584,25.28895901,47.92619355,40.71103758
3.29E+18,71.10805261,0.155121477,11.14607418,0.093180403,98.81492306,0.374835237,-14.88054091,0.216027689,22.00597638,0.170693605,5.3106313,5.4670644,5.115604,45.44220091,5858.450286,0.099929072,0.150155119,34.65060119,1.502636983,98.55664235,7.012590593,80.85632809,21.52432571,40.79167513,34.65060119
3.31E+18,66.13186164,0.066547216,13.92855165,0.040525813,113.0525498,0.160084058,-18.15450358,0.093307048,22.00599919,0.076909324,15.114616,16.927238,13.81845,45.44215381,13002.3247,0.114500939,0.046559484,39.70338322,0.406644737,97.53534769,8.885633989,86.02040108,24.66302238,46.73995413,39.70338322
3.39E+18,80.73323779,0.044242367,15.23027395,0.035779065,81.32622201,0.086612136,-43.01512864,0.06321865,22.03514096,0.049882124,14.033779,15.438982,12.88024,45.38205594,20047.26202,0.09200139,0.019727854,31.85943825,0.214441912,103.323855,3.28162711,77.94351691,19.79050586,37.50583858,31.85943825
3.31E+18,67.64060589,0.20321865,16.19390422,0.130370378,104.4222824,0.482862693,-26.25403328,0.328340584,22.0357338,0.251586051,4.7065477,4.8396287,4.607219,45.38083502,3974.783164,0.107672129,0.123836963,37.28510264,1.150186826,96.64679546,8.901117194,83.4875149,23.16083029,43.89308532,37.28510264
3.31E+18,67.81744697,0.058017667,12.20008133,0.029637829,106.9563789,0.141597554,-13.80150484,0.081360419,22.03705238,0.068029415,14.403973,16.132812,13.138587,45.37811967,14699.52376,0.107843166,0.056024568,37.34209562,0.519509575,97.52755221,8.366329988,83.54304836,23.1962333,43.96017908,37.34209562
3.31E+18,72.29438828,0.067630041,13.81134846,0.042293818,88.60083436,0.136298079,-22.52406481,0.078142435,22.0514572,0.082978235,14.3071785,16.031822,13.041243,45.34847701,12051.35298,0.091419043,0.041512729,31.63435145,0.454108395,96.90573116,7.554663785,77.6798914,19.65068602,37.24085999,31.63435145
4.61E+16,63.03227805,0.254541153,17.62601799,0.145636936,127.9290159,0.603999661,-38.55568051,0.404591456,22.10409537,0.283925225,13.455772,15.075413,12.085375,45.24048523,3522.054089,0.133612775,0.086121298,46.12483207,0.644686838,98.56811579,6.916106738,92.38167798,28.65191007,54.29946671,46.12483207
3.41E+18,72.56986865,0.050474544,20.62563322,0.031115075,89.28475027,0.103941279,-44.2449841,0.054329654,22.10670133,0.056397597,13.155478,14.644894,11.9607525,45.23515223,17731.25196,0.099646301,0.016980651,34.39511748,0.170428342,97.37118817,8.335359859,80.38816612,21.36562386,40.49091243,34.39511748
1.45E+17,66.35475274,0.217828326,22.19979794,0.103925799,110.9700139,0.741056544,-47.30640222,0.45272575,22.14292041,0.259330991,5.194479,5.346833,4.9960685,45.16116129,3856.075963,0.120632664,0.096737462,41.57091472,0.802003166,97.17975659,9.05913066,87.64809112,25.82309911,48.93846542,41.57091472
3.31E+18,66.37292139,0.536642217,17.92777301,0.363542176,109.64518,1.468948402,-30.80613475,1.11863656,22.19470413,0.454122196,4.262473,4.3274403,4.2594867,45.05579324,2202.050479,0.113890664,0.339841398,39.15600064,2.983996878,96.82991584,9.370513358,85.07459635,24.32299823,46.09555976,39.15600064
3.30E+18,64.73296409,0.068264456,9.396310138,0.044195592,114.7187774,0.145694001,-3.25865689,0.09955999,22.19962981,0.076256359,14.752955,16.658455,13.443692,45.0457962,13113.66042,0.11476505,0.266447375,39.44786276,2.321679519,96.59929114,8.491127669,85.36289261,24.5042977,46.43914816,39.44786276
1.48E+17,67.73287543,0.078465479,24.83791286,0.04813951,106.4231566,0.158351147,-55.27974191,0.112795144,22.21255929,0.083714562,14.697919,16.477194,13.41931,45.01957595,11945.35307,0.119923885,0.0210579,41.19710027,0.175634322,97.29486337,9.482428994,87.12445433,25.59089235,48.49840041,41.19710027
3.41E+18,70.05340873,0.048566527,19.28592373,0.027605339,98.94642756,0.105031353,-40.16354238,0.052336556,22.21422431,0.05249703,12.563821,13.832479,11.459525,45.0162016,19048.69673,0.106787198,0.015738938,36.68154324,0.147404945,97.53852749,8.129384184,82.50602265,22.78591013,43.18255799,36.68154324
3.31E+18,65.98258655,0.048809143,16.3540809,0.025127307,114.4115483,0.103394457,-27.71526545,0.079180668,22.22722792,0.051851186,14.347058,14.218839,14.504593,44.98986574,19285.96209,0.117720594,0.025453974,40.41352226,0.216236211,97.76357218,8.65539605,86.29389996,25.10414789,47.57595005,40.41352226
1.46E+17,66.57743381,0.471943717,22.81338167,0.336196846,109.3479176,0.942362244,-47.13166346,0.775800735,22.27549128,0.497731594,4.147902,4.3679295,3.982772,44.89238811,2009.114978,0.119072922,0.15603768,40.78920876,1.310628464,96.95185537,9.721252937,86.58038709,25.33751753,48.0182189,40.78920876
3.30E+18,65.96178681,0.045750727,9.20539269,0.027637279,114.2132061,0.100489614,-5.387052955,0.062783722,22.27584178,0.052275221,11.813728,13.141092,10.691473,44.89168175,19129.5222,0.11434018,0.102218853,39.16736072,0.893991994,97.68767739,7.708989091,84.92209526,24.33005491,46.10893316,39.16736072
3.31E+18,62.81140349,0.152390524,15.08626719,0.094684673,123.279991,0.312905867,-24.86456352,0.240114312,22.28172625,0.182388322,17.14862,19.736034,15.672859,44.87982613,5482.807183,0.125762485,0.079394734,43.06870734,0.631360039,97.05584543,8.179443989,88.89755243,26.75350075,50.70170958,43.06870734
3.31E+18,66.85087294,0.061611391,14.1185745,0.028318209,108.4762552,0.174584996,-18.05074721,0.088798738,22.28850995,0.075072873,14.491876,16.201853,13.233924,44.86616658,13320.39073,0.109967847,0.047068065,37.64820266,0.42802986,96.98316603,9.104478055,83.34394739,23.38638145,44.32053701,37.64820266
3.31E+18,67.87159902,0.042474761,17.71852318,0.019878489,104.8385053,0.083134961,-31.91787503,0.053177044,22.30614762,0.046836277,11.183414,12.1375,10.255111,44.83069048,21350.97137,0.10958952,0.016836898,37.48901361,0.153650378,96.99340604,8.852446779,83.14577451,23.28749609,44.13313512,37.48901361
3.31E+18,65.9295013,0.054896421,15.88080703,0.027815004,114.7340525,0.143165945,-25.99105393,0.082450182,22.32067974,0.063364577,13.575476,15.070642,12.382892,44.80150298,15781.68816,0.117641139,0.028976619,40.21715698,0.246330018,97.80007143,8.661069822,85.90484501,24.98216933,47.34478324,40.21715698
1.47E+17,69.12191228,0.104078719,23.34062802,0.073755395,98.50261131,0.205051898,-49.71351614,0.155010967,22.33119218,0.118574409,5.9026866,6.129623,5.598536,44.7804126,8433.522922,0.110336749,0.033978871,37.70229904,0.30800184,96.48374875,9.531317985,83.3134818,23.41998513,44.3842208,37.70229904
3.30E+18,72.19201815,0.148510716,11.38563984,0.080142804,91.90075017,0.359787324,-14.0297138,0.180368161,22.45025336,0.214014255,16.274961,18.758238,14.82441,44.54292715,4672.585935,0.092965481,0.144559372,31.59803216,1.555008223,97.72000431,7.488497122,76.83722195,19.62812514,37.19810389,31.59803216
1.45E+17,69.15894256,0.06784671,23.0417566,0.040190663,103.1759608,0.175627293,-51.63548601,0.091606778,22.45901212,0.087667034,13.093763,14.66676,11.879706,44.52555591,11406.79627,0.115375484,0.021310009,39.19967322,0.184742603,97.81893167,8.698566045,84.58899393,24.35012685,46.14697236,39.19967322
3.29E+18,70.21730056,0.057640555,9.087583597,0.033269434,98.97466384,0.147652011,-4.983453461,0.071871904,22.46063919,0.069864862,14.819497,16.566647,13.546177,44.52233044,14313.3468,0.099100045,0.146307291,33.66753343,1.476362761,97.71026274,7.703290969,78.93172797,20.91366183,39.63437975,33.66753343
3.29E+18,71.53872285,0.10150602,6.750071798,0.063777644,96.55666446,0.262003878,2.299257684,0.1451736,22.46882738,0.128746526,13.588902,15.402245,12.302055,44.50610542,7767.199882,0.096584036,0.654327746,32.80080503,6.774701141,98.36001853,7.388754488,78.02967619,20.37526586,38.61404239,32.80080503
3.31E+18,64.47971913,0.107783724,16.54438593,0.065552305,116.346948,0.199367861,-26.57448667,0.168575304,22.48296564,0.125022054,12.964265,14.4630995,11.775244,44.47811805,7998.588788,0.119343268,0.055058561,40.5045573,0.461379694,96.79831579,9.162584081,85.87519327,25.1606972,47.68311909,40.5045573
3.30E+18,74.76337946,0.067330329,12.2624031,0.046241606,86.12701006,0.147720571,-18.40621895,0.095281483,22.48643393,0.074307233,15.074843,16.9617,13.768296,44.47125778,13457.64019,0.08807185,0.061919133,29.88657117,0.703060248,98.68754892,7.149564501,75.01637955,18.56499657,35.18332324,29.88657117
3.27E+17,36.54056201,0.098407716,34.46923424,0.085116128,115.0813794,0.191160136,-52.04727158,0.164152469,22.51558973,0.108165988,7.811471,8.207769,7.2947135,44.41367123,9245.050275,0.12630377,0.028222425,42.80480748,0.223500435,68.50761183,20.0116588,88.16168265,26.58957094,50.39103915,42.80480748
3.41E+18,69.93785768,0.08635812,18.09469732,0.050930683,102.901027,0.216020212,-34.27031232,0.103865599,22.58049988,0.098214198,16.226562,18.445236,14.8309965,44.28599921,10181.82729,0.108457714,0.033993179,36.65105274,0.31345352,98.52147629,8.575166117,81.7446579,22.76696998,43.14666371,36.65105274
3.31E+18,64.94886907,0.381824401,15.62754122,0.316755947,113.1579706,0.967068739,-25.26986674,0.759090656,22.62342033,0.461399986,3.2899854,4.0298915,2.8077714,44.20198119,2167.316928,0.115945213,0.269363444,39.10696562,2.32328542,96.3816387,8.60813379,84.17066879,24.29253857,46.03783433,39.10696562
3.31E+18,69.53988626,0.275762476,12.51077299,0.204778525,104.9117352,0.669731052,-13.48812681,0.527702055,22.63737861,0.34533822,4.1884313,4.3124833,4.1403,44.17472611,2895.711922,0.105775242,0.374764885,35.65475464,3.543063133,98.68203494,8.764071097,80.61513327,22.14808765,41.97379319,35.65475464
3.31E+18,68.46261629,0.687020426,14.84432308,0.216270839,101.5381152,0.802075104,-24.09044563,0.527209286,22.67027882,0.879987425,4.544803,4.7254057,4.385437,44.11061761,1136.379875,0.104356784,0.222952102,35.12557051,2.136793499,96.6676483,8.152532624,80.01018006,21.81936805,41.35082255,35.12557051
3.31E+18,66.46572596,0.056442345,13.50258737,0.036383324,113.2985427,0.12518825,-19.14889742,0.084822982,22.7192478,0.0641328,13.93894,15.513342,12.719206,44.01554176,15592.64515,0.114905353,0.039731687,38.59276292,0.345789034,97.93754336,8.183449196,83.4586962,23.97312516,45.43250026,38.59276292
3.41E+18,71.81275316,0.143158495,17.33030528,0.085660238,95.00461292,0.279586388,-30.70800051,0.15651942,22.76512577,0.17121369,17.277748,19.976038,15.812855,43.92683836,5840.654457,0.099844167,0.058947742,33.46664726,0.590445356,98.20292341,8.800305141,78.13092319,20.78887498,39.39789083,33.46664726
3.31E+18,69.63188374,0.042875982,17.04055943,0.021702705,105.9811314,0.115818356,-31.20568349,0.061465887,22.78874449,0.054501668,13.641514,15.225585,12.415317,43.8813117,18348.06225,0.110479839,0.020388788,36.99322512,0.184563084,99.07108691,8.372314012,81.68968253,22.97952126,43.54947878,36.99322512
1.45E+17,69.6812987,0.08488424,21.73712088,0.047006536,105.5445172,0.160816665,-48.90172233,0.096950313,22.87621816,0.104597527,15.141472,16.958616,13.843102,43.71351912,9560.455452,0.116322928,0.021495571,38.80079784,0.18484877,98.99922016,8.153309117,83.36929254,24.10235269,45.6774049,38.80079784
3.41E+18,71.56393402,0.12776394,18.77463352,0.073218462,97.94476979,0.25850699,-44.36347621,0.132949004,22.93682671,0.151928079,14.275556,16.108984,12.975344,43.59801,6582.061765,0.107523467,0.037139354,35.77086862,0.345470465,98.77081452,6.45144568,80.15708971,22.22021555,42.11048588,35.77086862
3.39E+18,75.01410801,0.093940757,15.91466682,0.062419493,86.62774578,0.210345288,-32.14370393,0.112326911,23.00832637,0.110025162,14.9969,16.856974,13.701598,43.46252673,9088.830042,0.092399048,0.046053546,30.64375821,0.498443073,99.07737073,6.985860178,74.78152016,19.03534745,36.0747054,30.64375821
3.30E+18,71.43261426,0.605390569,12.77534593,0.314864462,99.58814121,1.256901362,-16.34273599,0.666260577,23.03699029,0.785332412,19.862751,21.26234,18.102411,43.40844822,1273.346146,0.100920181,0.422877889,33.42811141,4.190359944,99.09598682,8.235697041,77.57314806,20.76493721,39.35252533,33.42811141
3.41E+18,75.23048254,0.086430732,18.80722596,0.063866796,86.16329504,0.18463348,-42.95217526,0.114787928,23.06015593,0.098219257,15.528206,17.687862,14.147587,43.36484119,10181.30281,0.09627566,0.035579695,31.8576566,0.36958519,99.16473116,6.876066169,75.92448126,19.78939914,37.50374118,31.8576566
3.31E+18,67.83201529,0.05664203,10.92373549,0.027511113,114.7297404,0.137127013,-9.453619494,0.078146144,23.06825711,0.064956939,14.884027,16.766445,13.576126,43.3496122,15394.81405,0.115118566,0.072553269,38.07940453,0.630254492,99.70138763,8.297730077,82.26809641,23.65423623,44.82816013,38.07940453
3.31E+18,67.25473729,0.049995663,18.67354528,0.022653717,113.6155945,0.110344667,-35.99492654,0.066553417,23.13675547,0.051617468,12.2739725,13.557779,11.159295,43.22127194,19373.28674,0.119181114,0.017523941,39.30651554,0.14705315,98.81462465,8.674954579,83.39390654,24.41649536,46.27275018,39.30651554
3.41E+18,68.15818836,0.045846766,19.04653111,0.023175515,111.0337329,0.103886437,-39.93023613,0.060232455,23.17496085,0.053851214,13.765739,15.363274,12.536123,43.15001896,18569.68365,0.117995397,0.015043379,38.85130536,0.127512415,99.00089195,7.954798853,82.85741284,24.13372705,45.7368638,38.85130536
1.46E+17,65.98972202,0.056794493,22.18138384,0.028843658,114.8065859,0.134994002,-48.74060433,0.087219602,23.22101855,0.065568028,13.844896,15.460286,12.606865,43.06443311,15251.33556,0.124724491,0.01716752,40.98548094,0.137672496,97.88044034,8.642327076,84.95302913,25.45943826,48.2492761,40.98548094
3.41E+18,75.3132401,0.090908325,17.69385912,0.06688085,85.96888272,0.173668604,-39.73740733,0.118188362,23.24143497,0.113635325,15.544423,17.535423,14.203168,43.02660318,8800.080418,0.094708555,0.037962937,31.09466131,0.400869401,99.1934853,6.65569042,74.80643536,19.31544029,36.60552138,31.09466131
3.31E+18,68.09948359,0.032991188,17.75059415,0.015249179,109.8651201,0.066096259,-34.50592203,0.041866296,23.26178154,0.037321652,13.362237,14.030194,12.445198,42.98896876,26794.098,0.11515643,0.011760283,37.77502657,0.102137021,98.6175725,8.165615804,81.59636804,23.46516216,44.46983773,37.77502657
3.29E+18,72.26745127,0.067225696,8.981256767,0.044747282,97.15157522,0.152890102,-6.273825275,0.086824331,23.35675504,0.085628277,15.979464,18.069757,14.622896,42.81416653,11678.38521,0.097353939,0.143068982,31.80537955,1.469580261,99.25399994,7.238527524,75.32037761,19.75692558,37.44219914,31.80537955
3.29E+18,76.47569374,0.059350551,10.58074918,0.043866494,79.55584902,0.1195129,-11.38176181,0.077996822,23.36268679,0.064871131,13.821312,15.264295,12.54073,42.80329608,15415.17741,0.080365898,0.087294709,26.24874702,1.086219361,98.57454069,7.419148681,69.63043424,16.30524612,30.90077299,26.24874702
